incident_id,crime_type,district,city,state,address,latitude,longitude,incident_datetime,officer_id,officer_first_name,officer_last_name,badge_number,suspect_id,suspect_first_name,suspect_last_name,suspect_age,suspect_gender,suspect_race,victim_id,victim_first_name,victim_last_name,victim_age,victim_gender,victim_phone,weapon_used,severity,case_status,resolution,num_arrests,property_loss_usd,reported_online,notes
INC003754,Theft/Larceny,South,MAPLEWOOD,FL,120 Oak Ave,34.995351,-74.532818,2020-05-17,OFF0017,Emily,Brown,2857.0,SUS00615,Jennifer,Martin,57.0,Male,Asian,VIC00223,David,Hill,41.0,Male,771-406-4573,Unknown,Critical,Pending,No Arrest,0.0,483.77,True,Incident at 120 Oak Ave. Officer responded at scene.
INC003891,Drug Offense,East,CENTERVILLE,OH,393 Elm Blvd,36.549199,-89.43987,2018-11-28,OFF0008,David,Moore,3817.0,SUS00378,Sarah,White,31.0,Female,White,VIC00734,Carol,Wright,69.0,Male,486-955-5798,Gun,Medium,Under Investigation,Arrest Made,2.0,29148.65,False,Tidak ada catatan tambahan.
INC001824,Trespassing,West,FAIRVIEW,PA,2876 River Rd,29.118935,-89.958829,2019-07-14,OFF0069,John,Anderson,2450.0,SUS00248,Ashley,Johnson,20.0,Male,Other,VIC00621,Joseph,Brown,36.0,Unknown,917-543-5246,Blunt Object,High,Closed,Belum Ada Resolusi,0.0,25983.21,False,Tidak ada catatan tambahan.
INC003739,Theft/Larceny,East,SPRINGFIELD,NC,6343 Sunset Blvd,44.749794,-73.947406,2021-07-18,OFF0031,Michelle,Martin,9056.0,SUS00344,Ashley,Moore,63.0,Male,Hispanic,VIC00171,Daniel,Taylor,43.0,Male,Tidak Tersedia,Unknown,Medium,Under Investigation,Warning Issued,4.0,41970.69,False,Tidak ada catatan tambahan.
INC004507,Arson,West,MAPLEWOOD,NC,3637 Sunset Blvd,36.549199,-71.382964,2020-06-19,OFF0129,Sarah,Torres,9283.0,SUS00485,Susan,Young,42.0,Female,White,VIC00335,Charles,Martin,39.0,Male,983-275-9311,Rifle,Medium,Open,Arrest Made,4.0,9134.49,True,Incident at 3637 Sunset Blvd. Officer responded at scene.
INC002064,Homicide,Central,LAKEWOOD,NC,4740 Washington Ave,44.042164,-94.6682905,2021-07-15,OFF0062,Donna,Moore,3585.0,SUS00784,Joseph,Jones,32.0,Male,Hispanic,VIC00095,James,Martin,33.0,Female,769-824-7668,Bat,Critical,Closed,No Arrest,4.0,42488.18,True,Incident at 4740 Washington Ave. Officer responded at scene.
INC000769,Domestic Violence,West,LAKEWOOD,TX,2829 Main St,37.746236,-75.794667,2020-04-01,OFF0141,Barbara,Jones,7093.0,SUS00038,Nancy,Thomas,63.0,Female,Unknown,VIC00620,Matthew,White,74.0,Female,367-133-2010,Blunt Object,Low,Closed,Belum Ada Resolusi,2.0,6820.75,True,Tidak ada catatan tambahan.
INC000900,Trespassing,South,OAKDALE,FL,9483 Park Rd,26.435438,-94.6682905,2023-07-11,OFF0097,Patricia,Anderson,1920.0,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00863,Richard,Brown,60.0,Unknown,(255) -32-5-8101,Unknown,Low,Closed,Arrest Made,0.0,13459.71,False,Incident at 9483 Park Rd. Officer responded at scene.
INC001193,Trespassing,North,LAKEWOOD,OH,4072 Oak Ave,40.228054,-75.920794,2019-07-28,OFF0122,Jennifer,Anderson,,SUS00293,Charles,Torres,38.0,Male,Unknown,VIC00013,James,White,83.0,Male,Tidak Tersedia,Hands/Feet,Medium,Open,Warning Issued,3.0,7425.53,False,Incident at 4072 Oak Ave. Officer responded at scene.
INC004887,Cybercrime,North,RIVERSIDE,GA,1646 Oak Ave,34.412742,-85.854041,2024-01-29,OFF0028,Daniel,Flores,8763.0,SUS00238,Joseph,Moore,50.0,Unknown,Hispanic,VIC00699,Daniel,Nguyen,17.0,Female,624-369-6990,Unknown,Medium,Open,Warning Issued,2.0,14830.28,False,Incident at 1646 Oak Ave. Officer responded at scene.
INC000015,Assault,West,RIVERSIDE,GA,3034 Park Rd,29.976847,-96.821673,2024-03-01,OFF0135,Nancy,Moore,2647.0,SUS00199,Susan,Garcia,34.0,Male,Unknown,VIC00547,Mary,Johnson,80.0,Female,914-229-9042,Hands/Feet,High,Open,Arrest Made,2.0,23469.85,False,Incident at 3034 Park Rd. Officer responded at scene.
INC002728,Burglary,West,OAKDALE,PA,6010 Cedar Lane,38.426433,-119.113425,2020-04-16,OFF0132,William,Scott,5151.0,SUS00293,Michael,Allen,35.0,Male,Other,VIC00765,Barbara,Green,50.0,Male,305-811-4555,Unknown,Low,Closed,Belum Ada Resolusi,0.0,3381.3,True,Incident at 6010 Cedar Lane. Officer responded at scene.
INC004684,Homicide,Northeast,MAPLEWOOD,GA,6859 Oak Ave,34.916346,-83.935027,2020-09-09,OFF0078,Emily,Jackson,3050.0,SUS00546,Carol,Johnson,21.0,Male,Hispanic,VIC00905,Robert,Johnson,21.0,Female,548-542-9323,Blunt Object,Low,Open,No Arrest,4.0,21921.32,True,Incident at 6859 Oak Ave. Officer responded at scene.
INC002900,Arson,Southwest,SPRINGFIELD,GA,5328 Elm Blvd,39.803413,-103.317577,2022-06-14,OFF0101,Barbara,Green,4082.0,SUS00527,Jessica,Moore,34.0,Male,Unknown,VIC00501,Jessica,Johnson,36.0,Unknown,554-518-5824,Hands/Feet,Low,Open,No Arrest,2.0,22890.42,True,Incident at 5328 Elm Blvd. Officer responded at scene.
INC000244,Trespassing,East,OAKDALE,TX,919 Sunset Blvd,39.661998,-118.759075,,OFF0140,William,Hill,4181.0,SUS00671,James,Taylor,68.0,Unknown,White,VIC00920,Mark,Young,56.0,Female,214-780-7605,Unknown,High,Closed,Belum Ada Resolusi,0.0,3247.75,True,Tidak ada catatan tambahan.
INC000317,Hacking,Southwest,MAPLEWOOD,NC,839 Sunset Blvd,47.743973,61.9776,2023-08-17,OFF0142,Barbara,Scott,2898.0,SUS00241,Richard,Thompson,61.0,Male,Hispanic,VIC00559,James,Hall,64.0,Female,536-762-5023,Unarmed,Low,Closed,Warning Issued,5.0,36550.83,True,Incident at 839 Sunset Blvd. Officer responded at scene.
INC003964,Arson,South,SPRINGFIELD,GA,4240 Cedar Lane,36.549199,-94.6682905,2019-01-06,OFF0150,Patricia,Torres,6755.0,SUS00018,Joseph,Flores,15.0,Female,Unknown,VIC00946,Robert,Green,46.0,Male,899-764-3953,Knife,Low,Pending,Dismissed,4.0,891.23,True,Incident at 4240 Cedar Lane. Officer responded at scene.
INC002377,Trespassing,West,MAPLEWOOD,NC,5442 Lincoln St,34.234368,-86.65302,2024-08-31,OFF0075,Linda,Jones,5568.0,SUS00313,Charles,Anderson,52.0,Female,Hispanic,VIC00457,Jessica,Brown,50.0,Female,Tidak Tersedia,Knife,Medium,Closed,Belum Ada Resolusi,2.0,24725.4,False,Incident at 5442 Lincoln St. Officer responded at scene.
INC000950,Assault,Southwest,SPRINGFIELD,NY,438 Lincoln St,37.308371,85.9617,2018-09-18,OFF0134,Michael,Wilson,4277.0,SUS00281,Michael,Jackson,46.0,Male,Black,VIC00541,Carol,Martin,73.0,Male,830-744-5076,Gun,Critical,Under Investigation,Belum Ada Resolusi,2.0,13029.45,True,Incident at 438 Lincoln St. Officer responded at scene.
INC001130,Homicide,North,CENTERVILLE,AZ,7801 Maple Dr,26.778073,-119.194899,2018-05-24,OFF0053,Jennifer,Garcia,8060.0,SUS00028,Barbara,Scott,70.0,Male,Asian,VIC00765,Jennifer,Jackson,69.0,Female,744-417-7917,Hands/Feet,Medium,Pending,No Arrest,0.0,40852.02,False,Tidak ada catatan tambahan.
INC000482,Drug Offense,South,HILLCREST,NY,5281 Lincoln St,36.382612,-89.385534,2022-10-05,OFF0118,Richard,Thompson,1113.0,SUS00384,Mary,Scott,26.0,Male,Unknown,VIC00711,Sarah,Torres,21.0,Female,471-350-1097,Hands/Feet,Critical,Under Investigation,Warning Issued,0.0,30173.5,True,Incident at 5281 Lincoln St. Officer responded at scene.
INC003956,Sexual Assault,Midtown,LAKEWOOD,NY,5620 Elm Blvd,35.355585,-90.877583,2018-12-03,OFF0057,Ashley,Hill,8927.0,SUS00497,Anthony,Jackson,66.0,Female,Other,VIC00090,Barbara,Thompson,39.0,Male,377-347-5641,Firearm,Low,Closed,Arrest Made,2.0,33823.25,False,Tidak ada catatan tambahan.
INC004230,Arson,South,MAPLEWOOD,GA,5167 Cedar Lane,27.148476,-80.946078,2020-11-15,OFF0117,Matthew,Williams,8890.0,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00677,Mark,Martin,23.0,Unknown,329-872-7137,Firearm,Medium,Under Investigation,Warning Issued,3.0,24725.4,False,Incident at 5167 Cedar Lane. Officer responded at scene.
INC000567,Drug Offense,Midtown,MAPLEWOOD,TX,2799 Washington Ave,47.521741,-104.824812,2024-11-14,OFF0133,Anthony,Flores,2812.0,SUS00386,Matthew,Lee,26.0,Male,Asian,VIC00211,Patricia,Young,38.0,Female,745-880-2502,Knife,Low,Open,Dismissed,4.0,3251.53,True,Incident at 2799 Washington Ave. Officer responded at scene.
INC002306,Graffiti,Southeast,RIVERSIDE,IL,3774 Lincoln St,31.024657,-104.666615,2022-02-11,OFF0128,Chris,Anderson,2414.0,SUS00223,Chris,Allen,26.0,Female,Unknown,VIC00881,Barbara,Moore,50.0,Unknown,439-356-6312,Hands/Feet,Medium,Open,Warning Issued,2.0,24725.4,True,Incident at 3774 Lincoln St. Officer responded at scene.
INC000867,Burglary,North,OAKDALE,NC,1212 Maple Dr,34.82311,-97.225538,2018-07-12,OFF0123,Nancy,Martin,3325.0,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,Unidentified,Unidentified,Unidentified,50.0,Unknown,Tidak Tersedia,Blunt Object,Critical,Pending,Belum Ada Resolusi,5.0,28975.86,True,Incident at 1212 Maple Dr. Officer responded at scene.
INC003546,Theft/Larceny,Midtown,CENTERVILLE,FL,921 Cedar Lane,42.814437,-88.038978,2023-05-18,OFF0015,David,Scott,1379.0,SUS00575,Mark,Jones,44.0,Unknown,Unknown,VIC00332,Nancy,Allen,74.0,Female,351-423-8351,Rifle,Medium,Under Investigation,Warning Issued,2.0,25250.59,False,Incident at 921 Cedar Lane. Officer responded at scene.
INC000650,Theft/Larceny,South,RIVERSIDE,CA,3567 Washington Ave,45.744,-117.203431,2018-12-24,OFF0130,Donna,Scott,8850.0,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00833,Patricia,Davis,36.0,Male,362-123-5079,Hands/Feet,Medium,Open,Arrest Made,2.0,21492.87,False,Tidak ada catatan tambahan.
INC004001,Trespassing,Central,HILLCREST,NY,7883 Park Rd,26.183893,-116.922163,2024-02-05,OFF0003,William,Taylor,4897.0,SUS00280,Thomas,Hall,72.0,Male,Hispanic,VIC00993,Richard,Nguyen,19.0,Male,828-228-1575,Hands/Feet,High,Pending,Belum Ada Resolusi,4.0,33414.71,True,Incident at 7883 Park Rd. Officer responded at scene.
INC004659,Arson,North,LAKEWOOD,FL,5915 Main St,25.750817,-98.651542,2022-12-09,OFF0025,Jennifer,Young,,SUS00514,William,Torres,41.0,Male,White,VIC00812,Charles,Moore,78.0,Male,378-722-4095,Unknown,Medium,Under Investigation,Belum Ada Resolusi,4.0,42965.02,True,Incident at 5915 Main St. Officer responded at scene.
INC002962,Kidnapping,West,OAKDALE,OH,237 Maple Dr,47.353581,-109.76991,2018-06-15,OFF0059,Carol,Brown,9011.0,SUS00671,Matthew,Davis,17.0,Male,Asian,VIC00142,Jessica,Nguyen,21.0,Female,5109132226,Unknown,Critical,Closed,Belum Ada Resolusi,5.0,8345.88,True,Incident at 237 Maple Dr. Officer responded at scene.
INC000403,DUI,Midtown,RIVERSIDE,NY,2584 Oak Ave,47.248778,-70.119269,2024-06-20,OFF0147,Joseph,Jones,2002.0,SUS00708,Michelle,Harris,63.0,Male,Hispanic,VIC00335,Michelle,Martin,50.0,Male,493-745-7763,Rifle,Medium,Closed,Arrest Made,1.0,42957.18,True,Tidak ada catatan tambahan.
INC000529,DUI,North,FAIRVIEW,FL,8485 Maple Dr,36.549199,-99.823607,2020-01-12,OFF0002,Donna,Thompson,8653.0,SUS00196,James,Thompson,73.0,Unknown,Hispanic,VIC00129,Anthony,Smith,68.0,Male,429-668-3734,Unarmed,Medium,Closed,Warning Issued,2.0,45992.69,False,Tidak ada catatan tambahan.
INC003033,Cybercrime,Northeast,RIVERSIDE,CA,3853 Maple Dr,47.486281,-84.4065,2019-09-27,OFF0100,Linda,Taylor,5319.0,SUS00768,Carol,White,50.0,Female,Asian,VIC00499,Ashley,Jackson,10.0,Female,682-660-7304,Knife,Low,Open,Arrest Made,2.0,39258.03,True,Incident at 3853 Maple Dr. Officer responded at scene.
INC001611,Fraud,Northeast,RIVERSIDE,CA,1869 Cedar Lane,32.361281,-74.194224,2021-10-08,OFF0027,Joseph,Hall,4323.0,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00193,Patricia,Green,18.0,Male,716-975-8295,Pistol,Low,Closed,Dismissed,0.0,31832.75,True,Incident at 1869 Cedar Lane. Officer responded at scene.
INC003846,Homicide,Southwest,LAKEWOOD,NC,5327 Main St,37.225832,-106.451411,2020-07-17,OFF0017,John,Jackson,8968.0,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00874,Joseph,Williams,49.0,Female,5515284227,Blunt Object,Critical,Open,No Arrest,1.0,14314.61,True,Incident at 5327 Main St. Officer responded at scene.
INC002810,Manslaughter,Northeast,LAKEWOOD,OH,8729 Sunset Blvd,36.549199,-115.686993,2020-08-17,OFF0095,Chris,Martin,5581.0,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00253,David,Moore,90.0,Female,678-388-7476,Pistol,Critical,Under Investigation,No Arrest,3.0,38587.52,True,Incident at 8729 Sunset Blvd. Officer responded at scene.
INC003225,Robbery,Southwest,LAKEWOOD,CA,3401 Washington Ave,40.068917,-97.577698,2019-10-29,OFF0113,James,Thomas,3272.0,SUS00332,Robert,Thompson,22.0,Unknown,Unknown,Unidentified,Unidentified,Unidentified,50.0,Unknown,Tidak Tersedia,Unarmed,Low,Closed,No Arrest,3.0,24950.43,True,Tidak ada catatan tambahan.
INC003580,Vandalism,Southwest,FAIRVIEW,OH,3642 River Rd,37.02668,-70.788066,2019-10-11,OFF0074,Charles,Wright,5870.0,SUS00788,Emily,Scott,39.0,Other,White,Unidentified,Unidentified,Unidentified,50.0,Unknown,Tidak Tersedia,Firearm,Medium,Under Investigation,No Arrest,0.0,39046.99,False,Incident at 3642 River Rd. Officer responded at scene.
INC001075,Vandalism,East,FAIRVIEW,TX,7867 Maple Dr,47.644934,-83.933901,2022-03-04,OFF0146,Jessica,Davis,2313.0,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00704,Michelle,Wright,45.0,Unknown,598-936-2315,Unknown,Low,Closed,Belum Ada Resolusi,2.0,4603.23,True,Incident at 7867 Maple Dr. Officer responded at scene.
INC002803,Vandalism,Northwest,SPRINGFIELD,FL,3987 River Rd,35.603016,-74.325311,2023-02-25,OFF0066,Carol,Torres,9588.0,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00258,Linda,Anderson,90.0,Male,328-295-4128,Firearm,Low,Closed,Dismissed,5.0,18814.07,False,Tidak ada catatan tambahan.
INC004842,Sexual Assault,Southwest,LAKEWOOD,NC,2154 Main St,39.038353,-112.629343,2022-04-18,OFF0042,Mark,Thomas,,SUS00580,Karen,Johnson,72.0,Female,White,VIC00979,Linda,Anderson,78.0,Male,384-738-2609,Unarmed,Critical,Closed,Dismissed,5.0,24725.4,True,Incident at 2154 Main St. Officer responded at scene.
INC000028,Fraud,Northeast,FAIRVIEW,FL,1252 Washington Ave,39.564167,68.4369,2019-08-26,OFF0090,Susan,Wright,3419.0,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00263,Nancy,Jones,19.0,Other,991-743-9095,Unknown,Medium,Closed,Arrest Made,3.0,34056.67,False,Incident at 1252 Washington Ave. Officer responded at scene.
INC000495,Arson,Central,CENTERVILLE,CA,3975 Maple Dr,26.017491,-94.6682905,2021-11-30,OFF0131,Nancy,Jackson,9496.0,SUS00748,Michael,Taylor,37.0,Unknown,Hispanic,VIC00014,Joseph,Davis,22.0,Male,374-960-4572,Hands/Feet,Medium,Closed,Arrest Made,5.0,2135.4,False,Incident at 3975 Maple Dr. Officer responded at scene.
INC000788,Burglary,West,FAIRVIEW,IL,2062 Washington Ave,39.660225,-87.953205,2024-01-15,OFF0045,Susan,Walker,2110.0,Unidentified,Unidentified,Unidentified,46.0,Unknown,Unknown,VIC00925,Mary,Miller,55.0,Unknown,5079801235,Gun,High,Closed,Arrest Made,2.0,3152.67,True,Incident at 2062 Washington Ave. Officer responded at scene.
INC001664,Vandalism,South,OAKDALE,TX,912 River Rd,32.954956,-105.691779,2018-10-19,OFF0056,Thomas,Jones,3800.0,SUS00169,Nancy,Scott,27.0,Female,White,VIC00524,Anthony,Wilson,88.0,Unknown,Tidak Tersedia,Pistol,High,Open,Belum Ada Resolusi,4.0,27245.81,False,Tidak ada catatan tambahan.
INC001691,Burglary,Southeast,CENTERVILLE,CA,4356 River Rd,31.325604,-86.792666,2023-09-14,OFF0119,John,Flores,6210.0,SUS00216,Michael,Harris,41.0,Male,Unknown,VIC00115,William,Torres,74.0,Female,9345188511,Hands/Feet,Critical,Closed,Warning Issued,0.0,36801.45,True,Incident at 4356 River Rd. Officer responded at scene.
